Reference:,Baratta et al. (2015),,,,,
DOI:,doi:http://dx.doi.org/10.1016/j.pss.2015.08.011,,,,,
Sample Type:,Ice Tholin,,,,,
Composition:,CH4:CO:N2 (1:1:1),,,,,
Temperature:,300K,,,,,
OCdb page:,https://ocdb.smce.nasa.gov/dataset/3,,,,,
n_ Error Units:,Not Applicable,,,,,
k_ Error Units:,Not Applicable,,,,,
,,,,,,
Wavenumber (cm__),n_,Dn_  (+/-),,Wavenumber (cm__),k_,Dk_  (+/-)
25970,1.72951,,,25970,0.10538,
25978.4,1.72945,,,25978.4,0.10549,
25986.7,1.72941,,,25986.7,0.10555,
25995.1,1.72938,,,25995.1,0.10562,
26003.5,1.72936,,,26003.5,0.10568,
26011.8,1.72934,,,26011.8,0.10575,
26020.2,1.72933,,,26020.2,0.10581,
26028.5,1.72932,,,26028.5,0.10588,
26036.9,1.72932,,,26036.9,0.10594,
26045.2,1.72932,,,26045.2,0.10601,
26053.6,1.72932,,,26053.6,0.10607,
26061.9,1.72932,,,26061.9,0.10613,
26070.3,1.72933,,,26070.3,0.1062,
26078.6,1.72934,,,26078.6,0.10627,
26087,1.72935,,,26087,0.10635,
26095.3,1.72936,,,26095.3,0.10642,
26103.7,1.72937,,,26103.7,0.10649,
26112,1.72939,,,26112,0.10656,
26120.4,1.72941,,,26120.4,0.10663,
26128.7,1.72943,,,26128.7,0.1067,
26137.1,1.72945,,,26137.1,0.10677,
26145.4,1.72948,,,26145.4,0.10684,
26153.8,1.72954,,,26153.8,0.10691,
26162.1,1.72958,,,26162.1,0.10702,
26170.5,1.72962,,,26170.5,0.10713,
26178.8,1.72964,,,26178.8,0.10725,
26187.2,1.72966,,,26187.2,0.10736,
26195.5,1.72968,,,26195.5,0.10747,
26203.9,1.72969,,,26203.9,0.10758,
26212.2,1.7297,,,26212.2,0.1077,
26220.6,1.72971,,,26220.6,0.10781,
26228.9,1.72971,,,26228.9,0.10792,
26237.3,1.72971,,,26237.3,0.10804,
26245.6,1.72971,,,26245.6,0.10815,
26254,1.72971,,,26254,0.10825,
26262.3,1.7297,,,26262.3,0.10836,
26270.7,1.7297,,,26270.7,0.10847,
26279,1.72969,,,26279,0.10858,
26287.4,1.72969,,,26287.4,0.10869,
26295.7,1.72968,,,26295.7,0.10879,
26304.1,1.72966,,,26304.1,0.1089,
26312.4,1.72965,,,26312.4,0.10901,
26320.8,1.72963,,,26320.8,0.10912,
26329.1,1.72958,,,26329.1,0.10923,
26337.5,1.72955,,,26337.5,0.1093,
26345.8,1.72953,,,26345.8,0.10937,
26354.2,1.72951,,,26354.2,0.10944,
26362.5,1.7295,,,26362.5,0.10951,
26370.9,1.72949,,,26370.9,0.10958,
26379.2,1.72949,,,26379.2,0.10965,
26387.6,1.7295,,,26387.6,0.10972,
26395.9,1.7295,,,26395.9,0.10979,
26404.3,1.72952,,,26404.3,0.10986,
26412.6,1.72954,,,26412.6,0.10993,
26421,1.72959,,,26421,0.11002,
26429.3,1.72962,,,26429.3,0.11014,
26437.7,1.72964,,,26437.7,0.11025,
26446,1.72965,,,26446,0.11037,
26454.4,1.72965,,,26454.4,0.11048,
26462.7,1.72965,,,26462.7,0.1106,
26471.1,1.72965,,,26471.1,0.11071,
26479.4,1.72964,,,26479.4,0.11083,
26487.8,1.72963,,,26487.8,0.11094,
26496.1,1.72961,,,26496.1,0.11106,
26504.5,1.72958,,,26504.5,0.11118,
26512.9,1.72954,,,26512.9,0.11126,
26521.2,1.72951,,,26521.2,0.11134,
26529.6,1.7295,,,26529.6,0.11142,
26537.9,1.72948,,,26537.9,0.1115,
26546.3,1.72947,,,26546.3,0.11158,
26554.6,1.72946,,,26554.6,0.11166,
26563,1.72946,,,26563,0.11174,
26571.3,1.72946,,,26571.3,0.11182,
26579.7,1.72946,,,26579.7,0.1119,
26588,1.72946,,,26588,0.11198,
26596.4,1.72948,,,26596.4,0.11207,
26604.7,1.72949,,,26604.7,0.11218,
26613.1,1.72949,,,26613.1,0.11228,
26621.4,1.72949,,,26621.4,0.11238,
26629.8,1.72949,,,26629.8,0.11249,
26638.1,1.72949,,,26638.1,0.11259,
26646.5,1.72948,,,26646.5,0.1127,
26654.8,1.72947,,,26654.8,0.1128,
26663.2,1.72945,,,26663.2,0.11291,
26671.5,1.72944,,,26671.5,0.11301,
26679.9,1.72941,,,26679.9,0.11312,
26688.2,1.72938,,,26688.2,0.1132,
26696.6,1.72936,,,26696.6,0.11329,
26704.9,1.72934,,,26704.9,0.11337,
26713.3,1.72933,,,26713.3,0.11345,
26721.6,1.72932,,,26721.6,0.11354,
26730,1.7293,,,26730,0.11362,
26738.3,1.7293,,,26738.3,0.1137,
26746.7,1.72929,,,26746.7,0.11378,
26755,1.72928,,,26755,0.11387,
26763.4,1.72928,,,26763.4,0.11395,
26771.7,1.72929,,,26771.7,0.11404,
26780.1,1.72928,,,26780.1,0.11413,
26788.4,1.72928,,,26788.4,0.11423,
26796.8,1.72927,,,26796.8,0.11433,
26805.1,1.72927,,,26805.1,0.11442,
26813.5,1.72926,,,26813.5,0.11452,
26821.8,1.72925,,,26821.8,0.11461,
26830.2,1.72924,,,26830.2,0.11471,
26838.5,1.72922,,,26838.5,0.11481,
26846.9,1.72921,,,26846.9,0.11491,
26855.2,1.72919,,,26855.2,0.11501,
26863.6,1.72916,,,26863.6,0.11509,
26871.9,1.72914,,,26871.9,0.11518,
26880.3,1.72912,,,26880.3,0.11526,
26888.6,1.72911,,,26888.6,0.11534,
26897,1.72909,,,26897,0.11543,
26905.3,1.72908,,,26905.3,0.11551,
26913.7,1.72906,,,26913.7,0.1156,
26922,1.72905,,,26922,0.11568,
26930.4,1.72904,,,26930.4,0.11576,
26938.7,1.72902,,,26938.7,0.11585,
26947.1,1.72899,,,26947.1,0.11593,
26955.4,1.72898,,,26955.4,0.116,
26963.8,1.72897,,,26963.8,0.11607,
26972.1,1.72896,,,26972.1,0.11614,
26980.5,1.72895,,,26980.5,0.11621,
26988.8,1.72895,,,26988.8,0.11627,
26997.2,1.72895,,,26997.2,0.11634,
27005.6,1.72896,,,27005.6,0.11641,
27013.9,1.72897,,,27013.9,0.11648,
27022.3,1.72898,,,27022.3,0.11655,
27030.6,1.72902,,,27030.6,0.11661,
27039,1.72907,,,27039,0.11672,
27047.3,1.72909,,,27047.3,0.11684,
27055.7,1.72911,,,27055.7,0.11696,
27064,1.72911,,,27064,0.11708,
27072.4,1.72911,,,27072.4,0.1172,
27080.7,1.72911,,,27080.7,0.11732,
27089.1,1.7291,,,27089.1,0.11744,
27097.4,1.72908,,,27097.4,0.11757,
27105.8,1.72906,,,27105.8,0.11769,
27114.1,1.72903,,,27114.1,0.11781,
27122.5,1.72897,,,27122.5,0.11793,
27130.8,1.72892,,,27130.8,0.11801,
27139.2,1.72889,,,27139.2,0.11809,
27147.5,1.72886,,,27147.5,0.11817,
27155.9,1.72883,,,27155.9,0.11825,
27164.2,1.72881,,,27164.2,0.11833,
27172.6,1.72879,,,27172.6,0.11841,
27180.9,1.72876,,,27180.9,0.1185,
27189.3,1.72874,,,27189.3,0.11858,
27197.6,1.72872,,,27197.6,0.11866,
27206,1.7287,,,27206,0.11874,
27214.3,1.72867,,,27214.3,0.11881,
27222.7,1.72865,,,27222.7,0.11888,
27231,1.72864,,,27231,0.11895,
27239.4,1.72862,,,27239.4,0.11902,
27247.7,1.72861,,,27247.7,0.11909,
27256.1,1.7286,,,27256.1,0.11916,
27264.4,1.7286,,,27264.4,0.11923,
27272.8,1.7286,,,27272.8,0.1193,
27281.1,1.7286,,,27281.1,0.11937,
27289.5,1.72861,,,27289.5,0.11943,
27297.8,1.72864,,,27297.8,0.11951,
27306.2,1.72867,,,27306.2,0.11961,
27314.5,1.72868,,,27314.5,0.11972,
27322.9,1.72868,,,27322.9,0.11983,
27331.2,1.72868,,,27331.2,0.11994,
27339.6,1.72867,,,27339.6,0.12004,
27347.9,1.72866,,,27347.9,0.12015,
27356.3,1.72865,,,27356.3,0.12026,
27364.6,1.72863,,,27364.6,0.12037,
27373,1.7286,,,27373,0.12048,
27381.3,1.72857,,,27381.3,0.12059,
27389.7,1.72851,,,27389.7,0.12068,
27398,1.72848,,,27398,0.12076,
27406.4,1.72845,,,27406.4,0.12083,
27414.7,1.72843,,,27414.7,0.12091,
27423.1,1.72841,,,27423.1,0.12098,
27431.4,1.72839,,,27431.4,0.12105,
27439.8,1.72837,,,27439.8,0.12113,
27448.1,1.72836,,,27448.1,0.1212,
27456.5,1.72835,,,27456.5,0.12127,
27464.8,1.72834,,,27464.8,0.12135,
27473.2,1.72834,,,27473.2,0.12142,
27481.5,1.72833,,,27481.5,0.12151,
27489.9,1.72833,,,27489.9,0.12159,
27498.2,1.72832,,,27498.2,0.12168,
27506.6,1.72831,,,27506.6,0.12176,
27515,1.72831,,,27515,0.12184,
27523.3,1.7283,,,27523.3,0.12193,
27531.7,1.72829,,,27531.7,0.12201,
27540,1.72829,,,27540,0.1221,
27548.4,1.72828,,,27548.4,0.12218,
27556.7,1.72828,,,27556.7,0.12227,
27565.1,1.72829,,,27565.1,0.12236,
27573.4,1.72829,,,27573.4,0.12246,
27581.8,1.72828,,,27581.8,0.12256,
27590.1,1.72827,,,27590.1,0.12266,
27598.5,1.72826,,,27598.5,0.12276,
27606.8,1.72824,,,27606.8,0.12286,
27615.2,1.72823,,,27615.2,0.12296,
27623.5,1.72821,,,27623.5,0.12306,
27631.9,1.72818,,,27631.9,0.12317,
27640.2,1.72816,,,27640.2,0.12327,
27648.6,1.72811,,,27648.6,0.12337,
27656.9,1.72807,,,27656.9,0.12345,
27665.3,1.72804,,,27665.3,0.12352,
27673.6,1.72802,,,27673.6,0.12359,
27682,1.72799,,,27682,0.12367,
27690.3,1.72797,,,27690.3,0.12374,
27698.7,1.72796,,,27698.7,0.12381,
27707,1.72794,,,27707,0.12389,
27715.4,1.72793,,,27715.4,0.12396,
27723.7,1.72791,,,27723.7,0.12404,
27732.1,1.7279,,,27732.1,0.12411,
27740.4,1.7279,,,27740.4,0.12419,
27748.8,1.72789,,,27748.8,0.12427,
27757.1,1.72789,,,27757.1,0.12435,
27765.5,1.72788,,,27765.5,0.12443,
27773.8,1.72787,,,27773.8,0.12451,
27782.2,1.72787,,,27782.2,0.12459,
27790.5,1.72786,,,27790.5,0.12467,
27798.9,1.72786,,,27798.9,0.12476,
27807.2,1.72785,,,27807.2,0.12484,
27815.6,1.72786,,,27815.6,0.12492,
27823.9,1.72787,,,27823.9,0.125,
27832.3,1.72789,,,27832.3,0.1251,
27840.6,1.72789,,,27840.6,0.12522,
27849,1.72788,,,27849,0.12533,
27857.3,1.72787,,,27857.3,0.12544,
27865.7,1.72786,,,27865.7,0.12555,
27874,1.72784,,,27874,0.12566,
27882.4,1.72782,,,27882.4,0.12578,
27890.7,1.7278,,,27890.7,0.12589,
27899.1,1.72776,,,27899.1,0.126,
27907.4,1.72772,,,27907.4,0.12612,
27915.8,1.72766,,,27915.8,0.12622,
27924.1,1.72761,,,27924.1,0.12629,
27932.5,1.72757,,,27932.5,0.12637,
27940.8,1.72754,,,27940.8,0.12645,
27949.2,1.72751,,,27949.2,0.12652,
27957.5,1.72748,,,27957.5,0.1266,
27965.9,1.72746,,,27965.9,0.12668,
27974.2,1.72743,,,27974.2,0.12675,
27982.6,1.72741,,,27982.6,0.12683,
27990.9,1.72739,,,27990.9,0.1269,
27999.3,1.72738,,,27999.3,0.12698,
28007.7,1.72737,,,28007.7,0.12707,
28016,1.72736,,,28016,0.12716,
28024.4,1.72734,,,28024.4,0.12726,
28032.7,1.72732,,,28032.7,0.12735,
28041.1,1.72729,,,28041.1,0.12745,
28049.4,1.72726,,,28049.4,0.12754,
28057.8,1.72723,,,28057.8,0.12764,
28066.1,1.72719,,,28066.1,0.12773,
28074.5,1.72715,,,28074.5,0.12783,
28082.8,1.72711,,,28082.8,0.12793,
28091.2,1.72703,,,28091.2,0.12801,
28099.5,1.72697,,,28099.5,0.12806,
28107.9,1.72693,,,28107.9,0.12811,
28116.2,1.72689,,,28116.2,0.12816,
28124.6,1.72686,,,28124.6,0.12821,
28132.9,1.72684,,,28132.9,0.12826,
28141.3,1.72682,,,28141.3,0.12831,
28149.6,1.72681,,,28149.6,0.12836,
28158,1.7268,,,28158,0.1284,
28166.3,1.7268,,,28166.3,0.12845,
28174.7,1.72681,,,28174.7,0.1285,
28183,1.72684,,,28183,0.12858,
28191.4,1.72685,,,28191.4,0.12867,
28199.7,1.72685,,,28199.7,0.12876,
28208.1,1.72685,,,28208.1,0.12886,
28216.4,1.72684,,,28216.4,0.12895,
28224.8,1.72683,,,28224.8,0.12904,
28233.1,1.72682,,,28233.1,0.12913,
28241.5,1.7268,,,28241.5,0.12923,
28249.8,1.72678,,,28249.8,0.12932,
28258.2,1.72676,,,28258.2,0.12942,
28266.5,1.72672,,,28266.5,0.12951,
28274.9,1.72669,,,28274.9,0.12958,
28283.2,1.72666,,,28283.2,0.12966,
28291.6,1.72664,,,28291.6,0.12973,
28299.9,1.72662,,,28299.9,0.12981,
28308.3,1.7266,,,28308.3,0.12988,
28316.6,1.72658,,,28316.6,0.12996,
28325,1.72657,,,28325,0.13003,
28333.3,1.72655,,,28333.3,0.13011,
28341.7,1.72654,,,28341.7,0.13018,
28350,1.72653,,,28350,0.13026,
28358.4,1.72653,,,28358.4,0.13034,
28366.7,1.72651,,,28366.7,0.13043,
28375.1,1.7265,,,28375.1,0.13052,
28383.4,1.72648,,,28383.4,0.13062,
28391.8,1.72646,,,28391.8,0.13071,
28400.1,1.72644,,,28400.1,0.1308,
28408.5,1.72641,,,28408.5,0.13089,
28416.8,1.72639,,,28416.8,0.13098,
28425.2,1.72636,,,28425.2,0.13108,
28433.5,1.72632,,,28433.5,0.13117,
28441.9,1.72627,,,28441.9,0.13126,
28450.2,1.72622,,,28450.2,0.13133,
28458.6,1.72619,,,28458.6,0.13139,
28466.9,1.72615,,,28466.9,0.13146,
28475.3,1.72612,,,28475.3,0.13152,
28483.6,1.7261,,,28483.6,0.13159,
28492,1.72607,,,28492,0.13165,
28500.4,1.72605,,,28500.4,0.13172,
28508.7,1.72602,,,28508.7,0.13178,
28517.1,1.726,,,28517.1,0.13185,
28525.4,1.72598,,,28525.4,0.13191,
28533.8,1.72596,,,28533.8,0.13198,
28542.1,1.72595,,,28542.1,0.13204,
28550.5,1.72593,,,28550.5,0.13211,
28558.8,1.72591,,,28558.8,0.13218,
28567.2,1.7259,,,28567.2,0.13224,
28575.5,1.72588,,,28575.5,0.13231,
28583.9,1.72587,,,28583.9,0.13237,
28592.2,1.72586,,,28592.2,0.13244,
28600.6,1.72585,,,28600.6,0.13251,
28608.9,1.72584,,,28608.9,0.13257,
28617.3,1.72584,,,28617.3,0.13264,
28625.6,1.72583,,,28625.6,0.13272,
28634,1.72583,,,28634,0.13279,
28642.3,1.72582,,,28642.3,0.13287,
28650.7,1.72581,,,28650.7,0.13295,
28659,1.7258,,,28659,0.13303,
28667.4,1.72579,,,28667.4,0.1331,
28675.7,1.72578,,,28675.7,0.13318,
28684.1,1.72577,,,28684.1,0.13326,
28692.4,1.72577,,,28692.4,0.13334,
28700.8,1.72576,,,28700.8,0.13342,
28709.1,1.72576,,,28709.1,0.1335,
28717.5,1.72576,,,28717.5,0.13359,
28725.8,1.72575,,,28725.8,0.13369,
28734.2,1.72574,,,28734.2,0.13378,
28742.5,1.72572,,,28742.5,0.13387,
28750.9,1.7257,,,28750.9,0.13396,
28759.2,1.72568,,,28759.2,0.13406,
28767.6,1.72566,,,28767.6,0.13415,
28775.9,1.72564,,,28775.9,0.13425,
28784.3,1.72561,,,28784.3,0.13434,
28792.6,1.72557,,,28792.6,0.13444,
28801,1.72553,,,28801,0.13451,
28809.3,1.7255,,,28809.3,0.13458,
28817.7,1.72547,,,28817.7,0.13465,
28826,1.72544,,,28826,0.13473,
28834.4,1.72542,,,28834.4,0.1348,
28842.7,1.72539,,,28842.7,0.13487,
28851.1,1.72537,,,28851.1,0.13494,
28859.4,1.72535,,,28859.4,0.13502,
28867.8,1.72533,,,28867.8,0.13509,
28876.1,1.72531,,,28876.1,0.13516,
28884.5,1.7253,,,28884.5,0.13523,
28892.8,1.72528,,,28892.8,0.13531,
28901.2,1.72526,,,28901.2,0.13539,
28909.5,1.72525,,,28909.5,0.13546,
28917.9,1.72523,,,28917.9,0.13554,
28926.2,1.72521,,,28926.2,0.13562,
28934.6,1.72519,,,28934.6,0.13569,
28942.9,1.72518,,,28942.9,0.13577,
28951.3,1.72516,,,28951.3,0.13584,
28959.6,1.72515,,,28959.6,0.13592,
28968,1.72515,,,28968,0.136,
28976.3,1.72514,,,28976.3,0.13609,
28984.7,1.72513,,,28984.7,0.13619,
28993,1.72511,,,28993,0.13628,
29001.4,1.72509,,,29001.4,0.13638,
29009.8,1.72506,,,29009.8,0.13648,
29018.1,1.72503,,,29018.1,0.13658,
29026.5,1.725,,,29026.5,0.13668,
29034.8,1.72496,,,29034.8,0.13678,
29043.2,1.72492,,,29043.2,0.13688,
29051.5,1.72486,,,29051.5,0.13698,
29059.9,1.72478,,,29059.9,0.13706,
29068.2,1.72471,,,29068.2,0.13711,
29076.6,1.72466,,,29076.6,0.13716,
29084.9,1.72462,,,29084.9,0.13721,
29093.3,1.72458,,,29093.3,0.13726,
29101.6,1.72455,,,29101.6,0.13731,
29110,1.72452,,,29110,0.13736,
29118.3,1.72449,,,29118.3,0.13741,
29126.7,1.72446,,,29126.7,0.13746,
29135,1.72444,,,29135,0.13751,
29143.4,1.72442,,,29143.4,0.13756,
29151.7,1.7244,,,29151.7,0.13761,
29160.1,1.72439,,,29160.1,0.13766,
29168.4,1.72437,,,29168.4,0.13772,
29176.8,1.72436,,,29176.8,0.13777,
29185.1,1.72435,,,29185.1,0.13782,
29193.5,1.72435,,,29193.5,0.13787,
29201.8,1.72434,,,29201.8,0.13792,
29210.2,1.72434,,,29210.2,0.13797,
29218.5,1.72435,,,29218.5,0.13802,
29226.9,1.72437,,,29226.9,0.13807,
29235.2,1.72441,,,29235.2,0.13814,
29243.6,1.72444,,,29243.6,0.13823,
29251.9,1.72445,,,29251.9,0.13833,
29260.3,1.72445,,,29260.3,0.13843,
29268.6,1.72445,,,29268.6,0.13853,
29277,1.72445,,,29277,0.13863,
29285.3,1.72444,,,29285.3,0.13873,
29293.7,1.72443,,,29293.7,0.13883,
29302,1.72442,,,29302,0.13894,
29310.4,1.7244,,,29310.4,0.13904,
29318.7,1.72438,,,29318.7,0.13914,
29327.1,1.72436,,,29327.1,0.13924,
29335.4,1.72433,,,29335.4,0.13934,
29343.8,1.7243,,,29343.8,0.13944,
29352.1,1.72427,,,29352.1,0.13954,
29360.5,1.72424,,,29360.5,0.13964,
29368.8,1.72421,,,29368.8,0.13974,
29377.2,1.72417,,,29377.2,0.13984,
29385.5,1.72412,,,29385.5,0.13994,
29393.9,1.72407,,,29393.9,0.14004,
29402.2,1.72402,,,29402.2,0.14014,
29410.6,1.72393,,,29410.6,0.14023,
29418.9,1.72386,,,29418.9,0.14029,
29427.3,1.7238,,,29427.3,0.14034,
29435.6,1.72375,,,29435.6,0.1404,
29444,1.7237,,,29444,0.14045,
29452.3,1.72365,,,29452.3,0.14051,
29460.7,1.72361,,,29460.7,0.14056,
29469,1.72357,,,29469,0.14061,
29477.4,1.72353,,,29477.4,0.14067,
29485.7,1.72349,,,29485.7,0.14072,
29494.1,1.72344,,,29494.1,0.14077,
29502.5,1.72339,,,29502.5,0.14081,
29510.8,1.72335,,,29510.8,0.14083,
29519.2,1.72332,,,29519.2,0.14086,
29527.5,1.7233,,,29527.5,0.14089,
29535.9,1.72328,,,29535.9,0.14091,
29544.2,1.72327,,,29544.2,0.14093,
29552.6,1.72327,,,29552.6,0.14096,
29560.9,1.72328,,,29560.9,0.14098,
29569.3,1.72329,,,29569.3,0.141,
29577.6,1.72333,,,29577.6,0.14102,
29586,1.72341,,,29586,0.14105,
29594.3,1.72348,,,29594.3,0.14116,
29602.7,1.72351,,,29602.7,0.14127,
29611,1.72353,,,29611,0.14139,
29619.4,1.72354,,,29619.4,0.1415,
29627.7,1.72354,,,29627.7,0.14162,
29636.1,1.72353,,,29636.1,0.14173,
29644.4,1.72351,,,29644.4,0.14185,
29652.8,1.72348,,,29652.8,0.14197,
29661.1,1.72345,,,29661.1,0.14209,
29669.5,1.72339,,,29669.5,0.14221,
29677.8,1.7233,,,29677.8,0.14228,
29686.2,1.72324,,,29686.2,0.14234,
29694.5,1.72319,,,29694.5,0.14239,
29702.9,1.72316,,,29702.9,0.14244,
29711.2,1.72312,,,29711.2,0.14249,
29719.6,1.7231,,,29719.6,0.14254,
29727.9,1.72308,,,29727.9,0.14259,
29736.3,1.72306,,,29736.3,0.14264,
29744.6,1.72305,,,29744.6,0.14268,
29753,1.72305,,,29753,0.14273,
29761.3,1.72306,,,29761.3,0.14278,
29769.7,1.72307,,,29769.7,0.14286,
29778,1.72308,,,29778,0.14294,
29786.4,1.72307,,,29786.4,0.14303,
29794.7,1.72306,,,29794.7,0.14311,
29803.1,1.72305,,,29803.1,0.14319,
29811.4,1.72304,,,29811.4,0.14328,
29819.8,1.72303,,,29819.8,0.14336,
29828.1,1.72302,,,29828.1,0.14344,
29836.5,1.723,,,29836.5,0.14353,
29844.8,1.72299,,,29844.8,0.14361,
29853.2,1.72297,,,29853.2,0.14369,
29861.5,1.72296,,,29861.5,0.14378,
29869.9,1.72294,,,29869.9,0.14387,
29878.2,1.72292,,,29878.2,0.14396,
29886.6,1.72289,,,29886.6,0.14405,
29894.9,1.72287,,,29894.9,0.14413,
29903.3,1.72284,,,29903.3,0.14422,
29911.6,1.72282,,,29911.6,0.14431,
29920,1.72279,,,29920,0.1444,
29928.3,1.72275,,,29928.3,0.14449,
29936.7,1.72271,,,29936.7,0.14458,
29945,1.72267,,,29945,0.14465,
29953.4,1.72264,,,29953.4,0.14473,
29961.7,1.7226,,,29961.7,0.1448,
29970.1,1.72257,,,29970.1,0.14488,
29978.4,1.72253,,,29978.4,0.14495,
29986.8,1.7225,,,29986.8,0.14503,
29995.1,1.72246,,,29995.1,0.1451,
30003.5,1.72242,,,30003.5,0.14518,
30011.9,1.72238,,,30011.9,0.14526,
30020.2,1.72233,,,30020.2,0.14533,
30028.6,1.72227,,,30028.6,0.1454,
30036.9,1.72222,,,30036.9,0.14545,
30045.3,1.72218,,,30045.3,0.1455,
30053.6,1.72214,,,30053.6,0.14554,
30062,1.72211,,,30062,0.14559,
30070.3,1.72208,,,30070.3,0.14564,
30078.7,1.72205,,,30078.7,0.14569,
30087,1.72203,,,30087,0.14574,
30095.4,1.722,,,30095.4,0.14578,
30103.7,1.72198,,,30103.7,0.14583,
30112.1,1.72197,,,30112.1,0.14588,
30120.4,1.72196,,,30120.4,0.14593,
30128.8,1.72194,,,30128.8,0.14598,
30137.1,1.72193,,,30137.1,0.14604,
30145.5,1.72191,,,30145.5,0.14609,
30153.8,1.7219,,,30153.8,0.14614,
30162.2,1.72189,,,30162.2,0.1462,
30170.5,1.72188,,,30170.5,0.14625,
30178.9,1.72187,,,30178.9,0.1463,
30187.2,1.72187,,,30187.2,0.14636,
30195.6,1.72187,,,30195.6,0.14641,
30203.9,1.72189,,,30203.9,0.14647,
30212.3,1.72189,,,30212.3,0.14655,
30220.6,1.72189,,,30220.6,0.14662,
30229,1.72189,,,30229,0.1467,
30237.3,1.72189,,,30237.3,0.14677,
30245.7,1.72188,,,30245.7,0.14685,
30254,1.72187,,,30254,0.14692,
30262.4,1.72187,,,30262.4,0.147,
30270.7,1.72186,,,30270.7,0.14707,
30279.1,1.72186,,,30279.1,0.14715,
30287.4,1.72186,,,30287.4,0.14722,
30295.8,1.72187,,,30295.8,0.14732,
30304.1,1.72186,,,30304.1,0.14741,
30312.5,1.72185,,,30312.5,0.14751,
30320.8,1.72184,,,30320.8,0.14761,
30329.2,1.72182,,,30329.2,0.14771,
30337.5,1.7218,,,30337.5,0.1478,
30345.9,1.72177,,,30345.9,0.1479,
30354.2,1.72174,,,30354.2,0.148,
30362.6,1.72171,,,30362.6,0.1481,
30370.9,1.72166,,,30370.9,0.1482,
30379.3,1.7216,,,30379.3,0.14829,
30387.6,1.72154,,,30387.6,0.14835,
30396,1.7215,,,30396,0.14842,
30404.3,1.72146,,,30404.3,0.14848,
30412.7,1.72143,,,30412.7,0.14854,
30421,1.72139,,,30421,0.1486,
30429.4,1.72136,,,30429.4,0.14867,
30437.7,1.72133,,,30437.7,0.14873,
30446.1,1.7213,,,30446.1,0.14879,
30454.4,1.72128,,,30454.4,0.14885,
30462.8,1.72125,,,30462.8,0.14891,
30471.1,1.72123,,,30471.1,0.14898,
30479.5,1.7212,,,30479.5,0.14904,
30487.8,1.72118,,,30487.8,0.14911,
30496.2,1.72115,,,30496.2,0.14917,
30504.6,1.72113,,,30504.6,0.14924,
30512.9,1.72111,,,30512.9,0.1493,
30521.3,1.72108,,,30521.3,0.14937,
30529.6,1.72106,,,30529.6,0.14943,
30538,1.72103,,,30538,0.1495,
30546.3,1.72101,,,30546.3,0.14956,
30554.7,1.72098,,,30554.7,0.14963,
30563,1.72096,,,30563,0.14969,
30571.4,1.72094,,,30571.4,0.14975,
30579.7,1.72092,,,30579.7,0.14981,
30588.1,1.7209,,,30588.1,0.14988,
30596.4,1.72088,,,30596.4,0.14994,
30604.8,1.72086,,,30604.8,0.15,
30613.1,1.72084,,,30613.1,0.15006,
30621.5,1.72082,,,30621.5,0.15012,
30629.8,1.72081,,,30629.8,0.15018,
30638.2,1.72079,,,30638.2,0.15024,
30646.5,1.72078,,,30646.5,0.15031,
30654.9,1.72077,,,30654.9,0.15038,
30663.2,1.72076,,,30663.2,0.15045,
30671.6,1.72074,,,30671.6,0.15051,
30679.9,1.72073,,,30679.9,0.15058,
30688.3,1.72072,,,30688.3,0.15065,
30696.6,1.7207,,,30696.6,0.15072,
30705,1.72069,,,30705,0.15079,
30713.3,1.72068,,,30713.3,0.15086,
30721.7,1.72067,,,30721.7,0.15093,
30730,1.72067,,,30730,0.151,
30738.4,1.72067,,,30738.4,0.15108,
30746.7,1.72066,,,30746.7,0.15117,
30755.1,1.72065,,,30755.1,0.15125,
30763.4,1.72063,,,30763.4,0.15134,
30771.8,1.72061,,,30771.8,0.15143,
30780.1,1.72059,,,30780.1,0.15151,
30788.5,1.72057,,,30788.5,0.1516,
30796.8,1.72054,,,30796.8,0.15169,
30805.2,1.72052,,,30805.2,0.15178,
30813.5,1.72048,,,30813.5,0.15187,
30821.9,1.72045,,,30821.9,0.15195,
30830.2,1.72041,,,30830.2,0.15202,
30838.6,1.72038,,,30838.6,0.1521,
30846.9,1.72035,,,30846.9,0.15218,
30855.3,1.72032,,,30855.3,0.15225,
30863.6,1.72029,,,30863.6,0.15233,
30872,1.72025,,,30872,0.15241,
30880.3,1.72022,,,30880.3,0.15248,
30888.7,1.72019,,,30888.7,0.15256,
30897,1.72015,,,30897,0.15264,
30905.4,1.72011,,,30905.4,0.15272,
30913.7,1.72007,,,30913.7,0.15278,
30922.1,1.72003,,,30922.1,0.15285,
30930.4,1.71999,,,30930.4,0.15291,
30938.8,1.71996,,,30938.8,0.15298,
30947.1,1.71993,,,30947.1,0.15304,
30955.5,1.71989,,,30955.5,0.15311,
30963.8,1.71986,,,30963.8,0.15318,
30972.2,1.71983,,,30972.2,0.15324,
30980.5,1.71979,,,30980.5,0.15331,
30988.9,1.71976,,,30988.9,0.15337,
30997.2,1.71973,,,30997.2,0.15344,
31005.6,1.7197,,,31005.6,0.15351,
31014,1.71966,,,31014,0.15357,
31022.3,1.71963,,,31022.3,0.15364,
31030.7,1.7196,,,31030.7,0.1537,
31039,1.71956,,,31039,0.15377,
31047.4,1.71952,,,31047.4,0.15383,
